two_thousand_likes,twentyfive_hundred_likes,five_thousand_likes,ori_likes,message
8000,7500,10000,6491,commemor veteran suicide fellow veteran plant flag nation mall
2000,2500,5000,1281,martin Dolan chief commission australian transport safety bureau said search long way go yet
8000,7500,10000,6294,reason people iron deficit said tire blood
2000,2500,5000,731,parti agre not wrong peanut butter health safety issue bankruptcy trust clark coll said
4000,5000,5000,2637,school district pay settle lawsuit student punish camp Facebook post
6000,5000,5000,4165,mr field give bank bank deposit mr field wrong mr field teen
2000,2500,5000,1529,break fever gov recon sex marriage perform last sat michigan
6000,5000,5000,4134,Babi correct helmet turn whimsic work art photo
2000,2500,5000,589,grip image search survivor deadly washington mudslide photo
2000,2500,5000,667,coach terror year disgruntle parent whose son fail make team
2000,2500,5000,804,happy nation grill cheeks day grill cheesecake sandwich two butter slice pound cake anyon
2000,2500,5000,332,region policy active shoot investing toronto area courteous
2000,2500,5000,1678,update office confirm dead wa mudslide Bodi found
2000,2500,5000,1549,new credibly lead shift flight mh search area nearly mile
2000,2500,5000,917,hospita free trauma victim time
6000,5000,5000,4392,man search valuable miner deposit wind perform emerge roadside c section porcupine
6000,5000,5000,4343,gym angel pound anorexy woman life
4000,2500,5000,2466,mob team offer free ticket fan finish huge burger
2000,2500,5000,1133,white house say russian pre Putin call pre Obama discuss us propos diplomat resolute crisis ukraine abc news polit
2000,2500,5000,188,elect preside never done bit history first elect
8000,7500,10000,7213,video driver record tailgate driver lose control crash median
2000,2500,5000,673,video start young model hunter search next gisel
2000,2500,5000,1754,airline apolog ill time indian ocean ad
6000,7500,10000,5160,update USG magnitude earthquake hit la area
4000,5000,5000,2723,malaysian office pledge continue look survivor search miss jet continue
4000,5000,5000,3730,magnitude earthquake center near lo angel caus major damage jitter nerve throughout region dozen aftershock struck night
2000,2500,5000,357,recal push gm total million month
2000,2500,5000,1240,common way people cheat workout without even realize kick saboteur curb
2000,2500,5000,1670,search debris miss malaysia airline flight turn evil crash train world gaze thousand piece junk float ocean surface
10000,10000,10000,8390,like young u army specialist Ricki glenn Henderson said sit explain granddad want still stuff need around
2000,2500,5000,230,r rock concert park telecom consoled potent harm consume
4000,5000,5000,2633,teenage say fever govern save million dollar chang font
2000,2500,5000,1802,jerk treat link hund pet death
4000,5000,5000,2597,self proclaim lord laid claim welfare food stamp live million yacht
2000,2500,5000,706,year old young model
2000,2500,5000,345,new recal push number recal gm vehicle past month
4000,5000,5000,2830,seismologist small Chanc moder la earthquake could precursor larger event
4000,2500,5000,2449,wish would time look smile precious meant world
2000,2500,5000,71,Georg spoke mitt romney decks victory new hampshire last night south carolina next mitt romney end nomina fight
2000,2500,5000,487,ready Harri potter author j k rows
2000,2500,5000,1010,search miss airline highlight ocean awash thousand piece unreal float debris
2000,2500,5000,1167,women go knife tri look like celebe
4000,2500,5000,2229,reason people iron deficit said tire blood
2000,2500,5000,821,jerk treat link hund pet death
8000,7500,10000,6520,cat rescue elderly twin sister tea home
2000,2500,5000,932,policy man shoot kill grandson girlfriend self wound grandson
2000,2500,5000,1618,office reality tv star shot nephew mother finer process
4000,2500,5000,2487,australian office hope item pull ocean malaysia airline jet search
2000,2500,5000,1354,parent forget plane trip kid
2000,2500,5000,868,policy clash fan upset arizona exit NCAA tournament
2000,2500,5000,171,apolog ann romney anyon els offend Rosen said statement let declare peace phone war go back focus substance
2000,2500,5000,722,one approxim percent people suffer hay fever stuff sneer infamy fend season allergic might straightforward
2000,2500,5000,776,ocean floor cover squishy muck dead plankton searcher look miss jet
6000,5000,5000,4182,boy dig trout pond backyard find ancient american indian remain
2000,2500,5000,1746,agent actress Kate mara best known soap opera dynasty die age
2000,2500,5000,1065,smell like dog
2000,2500,5000,1765,imagine scream yell time head time hope safe say mother nurs student disappear week half ago
2000,2500,5000,1791,know miss malaysia airline flight
2000,2500,5000,1878,people love dog cat ancient egyptian really love dog cat mention snake crocodile bird
6000,5000,5000,4609,quay california fault run underneath lo angel could disaster
2000,2500,5000,260,video us edge seat newsroom
2000,2500,5000,775,Mumbai slum inspire Oprah new tea even know
4000,5000,5000,2777,welfare food stamp live yacht
6000,7500,10000,5769,magnitude earthquake shake yellowstone nation park
2000,2500,5000,1458,yonhap news agent shorea fire retaliatory round korea fire round across maritime border live fire drill
2000,2500,5000,496,unexpect spring allergic trigger
8000,7500,10000,6519,dog lose sens bail overwork cold rain
4000,2500,5000,2143,pair dodger play baseball north american open sunday full slate game today
2000,2500,5000,730,debt tax owe money cost
4000,2500,5000,2101,first object fish ocean search flight mh
2000,2500,5000,268,understand Georg full well realize involve way death azoth young man Georg Zimmerman lawyer mark mara told abc news
2000,2500,5000,1744,learn lot tooth
2000,2500,5000,1202,detail
2000,2500,5000,622,woman accus stab boyfriend death stiletto heel expect claim self defense
4000,2500,5000,2089,man swept sea baptism ceremony
4000,2500,5000,2298,Lisa mari presley father inspire lose weight
2000,2500,5000,786,ahead met mother farewell cast recal favorite scene
2000,2500,5000,1517,Facebook release mob fan local map
2000,2500,5000,703,break u office said missile believe crash sea
4000,2500,5000,2453,year old girl shot head kill slept home
2000,2500,5000,1527,florida policy say cell phone video show man punch woman mcdonald
2000,2500,5000,1461,make differ buy grocer cloth sell house find
8000,10000,10000,7571,actor pain reason leave show
6000,7500,10000,5769,anderson cooper may come family money get mother money one day
2000,2500,5000,1464,malaysia transport ministry release transcript today voice transmits cockpit flight final word good night malaysian three seven zero
2000,2500,5000,884,way use social media stay posit
2000,2500,5000,651,crash victim family speak gm ceo testify congress
2000,2500,5000,221,Guillermo pino last seen sunday around noon camp park family
4000,5000,5000,3074,manaphin real
2000,2500,5000,361,arizona woman murder trial harken back Jodi aria case
2000,2500,5000,907,Scarlett Johnsson self conscious apprehend self discover film nude scene
10000,10000,10000,9900,medicaid denial mother take internet fight save son life
2000,2500,5000,719,america best ballpark
2000,2500,5000,1738,fivethirtyeight met father marri men met spots
2000,2500,5000,1970,wow amaze know allow us delis amaze funny interest inform mot story day thank individu like us individu people individu interest individu story make expert abc news Facebook page better
2000,2500,5000,212,human society u undergo investing alley extreme anim ABus
4000,5000,5000,3199,million us adult compulse hoarder Cecilia vega look problem tonight abc world news
2000,2500,5000,1047,roman Athol archbishop atlanta square foot mansion
4000,5000,5000,2624,break PTW prelim magnitude earthquake strike chile tsunami warn issue
8000,7500,10000,6119,break update PTW major earthquake strike chile tsunami warn issue
4000,2500,5000,2209,update USG map show estime shake intens prelim magnitude earthquake
4000,5000,5000,3120,break update earthquake upgrade magnitude video people evacue bldg antofagasta chile power earthquake
6000,7500,10000,5793,update nw san diego tsunami alert expect us west coast small wave foot possible
2000,2500,5000,1683,update nw san diego tsunami alert expect us west coast small wave foot possible
2000,2500,5000,1682,video siren antofagasta chile major earthquake trigger tsunami warn
2000,2500,5000,85,dian sawyer sit mitt romney ann romney monday big question romney
2000,2500,5000,503,ye food printer
4000,2500,5000,2065,tsunami warn country drop except chile peru alert cancel
4000,2500,5000,2368,update major magnitude earthquake strike chile tsunami warn issue
4000,2500,5000,2418,update confirm dead chile interior miniest said
4000,5000,5000,3627,lord ring director gulfstream jet use relay message search crew
4000,5000,5000,3720,Harri potter star could teach yoga class
4000,2500,5000,2386,rev kick
4000,5000,5000,3527,storm predict center issue sever weather warn advance thursday via good morn america
2000,2500,5000,271,break overall limit polit campaign contribute struck us supreme court govern may restrict mani candid donor may support may tell newspaper mani may endorse abc news polit
2000,2500,5000,1004,update multiple dead follow major earthquake damage assess daybreak come
